sample_id	in_vcf	in_phenotype	matched_id	match_rule	bucket
PI567696C	Y	Y	PI567696C	exact	matched_exact
PI567697	Y	Y	PI567697	exact	matched_exact
PI567698A	Y	Y	PI567698A	exact	matched_exact
PI567698B	Y	Y	PI567698B	exact	matched_exact
PI567699	Y	Y	PI567699	exact	matched_exact
PI567700	Y	Y	PI567700	exact	matched_exact
PI567701	Y	Y	PI567701	exact	matched_exact
PI567702A	Y	Y	PI567702A	exact	matched_exact
PI567702B	Y	Y	PI567702B	exact	matched_exact
PI567703	Y	Y	PI567703	exact	matched_exact
PI567704	Y	Y	PI567704	exact	matched_exact
PI567705	Y	Y	PI567705	exact	matched_exact
PI567706A	Y	Y	PI567706A	exact	matched_exact
PI567706B	Y	Y	PI567706B	exact	matched_exact
PI567707	Y	Y	PI567707	exact	matched_exact
PI567708	Y	Y	PI567708	exact	matched_exact
PI567709	Y	Y	PI567709	exact	matched_exact
PI567710	Y	Y	PI567710	exact	matched_exact
PI567711A	Y	Y	PI567711A	exact	matched_exact
PI567711B	Y	Y	PI567711B	exact	matched_exact
PI567712	Y	Y	PI567712	exact	matched_exact
PI567713A	Y	Y	PI567713A	exact	matched_exact
PI567713B	Y	Y	PI567713B	exact	matched_exact
PI567713C	Y	Y	PI567713C	exact	matched_exact
PI567713D	Y	Y	PI567713D	exact	matched_exact
PI567713E	Y	Y	PI567713E	exact	matched_exact
PI567714	Y	Y	PI567714	exact	matched_exact
PI567715	Y	Y	PI567715	exact	matched_exact
PI567716A	Y	Y	PI567716A	exact	matched_exact
PI567716B	Y	Y	PI567716B	exact	matched_exact
PI567717A	Y	Y	PI567717A	exact	matched_exact
PI567717B	Y	Y	PI567717B	exact	matched_exact
PI567717C	Y	Y	PI567717C	exact	matched_exact
PI567718	Y	Y	PI567718	exact	matched_exact
PI567719	Y	Y	PI567719	exact	matched_exact
PI567720A	Y	Y	PI567720A	exact	matched_exact
PI567720B	Y	Y	PI567720B	exact	matched_exact
PI567721	Y	Y	PI567721	exact	matched_exact
PI567722	Y	Y	PI567722	exact	matched_exact
PI567723	Y	Y	PI567723	exact	matched_exact
PI567724	Y	Y	PI567724	exact	matched_exact
PI567725	Y	Y	PI567725	exact	matched_exact
PI567726	Y	Y	PI567726	exact	matched_exact
PI567727A	Y	Y	PI567727A	exact	matched_exact
PI567727B	Y	Y	PI567727B	exact	matched_exact
PI567728	Y	Y	PI567728	exact	matched_exact
PI567729	Y	Y	PI567729	exact	matched_exact
PI567730	Y	Y	PI567730	exact	matched_exact
PI567731	Y	Y	PI567731	exact	matched_exact
PI567732	Y	Y	PI567732	exact	matched_exact
PI567733	Y	Y	PI567733	exact	matched_exact
PI567734	Y	Y	PI567734	exact	matched_exact
PI567735	Y	Y	PI567735	exact	matched_exact
PI567736	Y	Y	PI567736	exact	matched_exact
PI567737	Y	Y	PI567737	exact	matched_exact
PI567738A	Y	Y	PI567738A	exact	matched_exact
PI567738B	Y	Y	PI567738B	exact	matched_exact
PI567739A	Y	Y	PI567739A	exact	matched_exact
PI567739B	Y	Y	PI567739B	exact	matched_exact
PI567740	Y	Y	PI567740	exact	matched_exact
PI567741	Y	Y	PI567741	exact	matched_exact
PI567742A	Y	Y	PI567742A	exact	matched_exact
PI567742B	Y	Y	PI567742B	exact	matched_exact
PI567743	Y	Y	PI567743	exact	matched_exact
PI567744A	Y	Y	PI567744A	exact	matched_exact
PI567744B	Y	Y	PI567744B	exact	matched_exact
PI567744C	Y	Y	PI567744C	exact	matched_exact
PI567745	Y	Y	PI567745	exact	matched_exact
PI567746	Y	Y	PI567746	exact	matched_exact
PI567747	Y	Y	PI567747	exact	matched_exact
PI567748	Y	Y	PI567748	exact	matched_exact
PI567749A	Y	Y	PI567749A	exact	matched_exact
PI567749B	Y	Y	PI567749B	exact	matched_exact
PI567750	Y	Y	PI567750	exact	matched_exact
PI567751A	Y	Y	PI567751A	exact	matched_exact
PI567751B	Y	Y	PI567751B	exact	matched_exact
PI567751C	Y	Y	PI567751C	exact	matched_exact
PI567752	Y	Y	PI567752	exact	matched_exact
PI567753A	Y	Y	PI567753A	exact	matched_exact
PI567753B	Y	Y	PI567753B	exact	matched_exact
PI567753C	Y	Y	PI567753C	exact	matched_exact
PI567754	Y	Y	PI567754	exact	matched_exact
PI567755A	Y	Y	PI567755A	exact	matched_exact
PI567755B	Y	Y	PI567755B	exact	matched_exact
PI567755C	Y	Y	PI567755C	exact	matched_exact
PI567756	N	Y		none	phenotype_only
PI567756A	Y	N		none	vcf_only
PI567756B	Y	N		none	vcf_only
PI567757	Y	Y	PI567757	exact	matched_exact
PI567758	Y	Y	PI567758	exact	matched_exact
PI567759	Y	Y	PI567759	exact	matched_exact
PI567760	Y	Y	PI567760	exact	matched_exact
PI567761	Y	Y	PI567761	exact	matched_exact
PI567762A	Y	Y	PI567762A	exact	matched_exact
PI567762B	Y	Y	PI567762B	exact	matched_exact
PI567762C	Y	Y	PI567762C	exact	matched_exact
PI567763	Y	Y	PI567763	exact	matched_exact
PI567764	Y	Y	PI567764	exact	matched_exact
PI567765A	Y	Y	PI567765A	exact	matched_exact
PI567765B	Y	Y	PI567765B	exact	matched_exact
PI567765C	Y	Y	PI567765C	exact	matched_exact
PI567765D	Y	Y	PI567765D	exact	matched_exact
PI567766	Y	Y	PI567766	exact	matched_exact
PI567767A	Y	Y	PI567767A	exact	matched_exact
PI567767B	Y	Y	PI567767B	exact	matched_exact
PI567767C	Y	Y	PI567767C	exact	matched_exact
PI567767D	Y	Y	PI567767D	exact	matched_exact
PI567768	Y	Y	PI567768	exact	matched_exact
PI567769	Y	Y	PI567769	exact	matched_exact
PI567770A	Y	Y	PI567770A	exact	matched_exact
PI567770B	Y	Y	PI567770B	exact	matched_exact
PI567770C	Y	Y	PI567770C	exact	matched_exact
PI567771A	Y	Y	PI567771A	exact	matched_exact
PI567771B	Y	Y	PI567771B	exact	matched_exact
PI567771C	Y	Y	PI567771C	exact	matched_exact
PI567771D	Y	Y	PI567771D	exact	matched_exact
PI567771E	Y	Y	PI567771E	exact	matched_exact
PI567772	Y	Y	PI567772	exact	matched_exact
PI567773	Y	Y	PI567773	exact	matched_exact
PI567774A	Y	Y	PI567774A	exact	matched_exact
PI567774B	Y	Y	PI567774B	exact	matched_exact
PI567775A	Y	Y	PI567775A	exact	matched_exact
PI567775B	Y	Y	PI567775B	exact	matched_exact
PI567776	Y	Y	PI567776	exact	matched_exact
PI567777	Y	Y	PI567777	exact	matched_exact
PI567778	Y	Y	PI567778	exact	matched_exact
PI567779A	Y	Y	PI567779A	exact	matched_exact
PI567779B	Y	Y	PI567779B	exact	matched_exact
PI567779C	Y	Y	PI567779C	exact	matched_exact
PI567780A	Y	Y	PI567780A	exact	matched_exact
PI567780B	Y	Y	PI567780B	exact	matched_exact
PI567781	Y	Y	PI567781	exact	matched_exact
PI567782	Y	Y	PI567782	exact	matched_exact
PI567783	Y	Y	PI567783	exact	matched_exact
PI567784	Y	Y	PI567784	exact	matched_exact
PI567785	Y	Y	PI567785	exact	matched_exact
PI567786	Y	Y	PI567786	exact	matched_exact
PI567787	Y	Y	PI567787	exact	matched_exact
PI567788	Y	Y	PI567788	exact	matched_exact
PI567789	Y	Y	PI567789	exact	matched_exact
PI567790	Y	Y	PI567790	exact	matched_exact
PI567791	Y	Y	PI567791	exact	matched_exact
PI567902	Y	Y	PI567902	exact	matched_exact
PI567904	N	Y		none	phenotype_only
PI568236	Y	Y	PI568236	exact	matched_exact
PI568238	N	Y		none	phenotype_only
PI568239	N	Y		none	phenotype_only
PI568240	N	Y		none	phenotype_only
PI568241	N	Y		none	phenotype_only
PI568242	N	Y		none	phenotype_only
PI568243	N	Y		none	phenotype_only
PI568245	Y	Y	PI568245	exact	matched_exact
PI568254	Y	Y	PI568254	exact	matched_exact
PI568260	Y	Y	PI568260	exact	matched_exact
PI568261	Y	Y	PI568261	exact	matched_exact
PI568262	Y	Y	PI568262	exact	matched_exact
PI570653	N	Y		none	phenotype_only
PI570658	N	Y		none	phenotype_only
PI570668	Y	Y	PI570668	exact	matched_exact
PI572237	Y	Y	PI572237	exact	matched_exact
PI572238	Y	Y	PI572238	exact	matched_exact
PI572239	Y	Y	PI572239	exact	matched_exact
PI572240	Y	Y	PI572240	exact	matched_exact
PI572241	Y	Y	PI572241	exact	matched_exact
PI572242	Y	Y	PI572242	exact	matched_exact
PI572243	Y	Y	PI572243	exact	matched_exact
PI572244	Y	Y	PI572244	exact	matched_exact
PI572245	Y	Y	PI572245	exact	matched_exact
PI572265A	Y	Y	PI572265A	exact	matched_exact
PI572265B	Y	Y	PI572265B	exact	matched_exact
PI572265C	Y	Y	PI572265C	exact	matched_exact
PI572265D	Y	Y	PI572265D	exact	matched_exact
PI572270	Y	Y	PI572270	exact	matched_exact
PI572271	N	Y		none	phenotype_only
PI572275	N	Y		none	phenotype_only
PI572276	N	Y		none	phenotype_only
PI572277	N	Y		none	phenotype_only
PI572278	N	Y		none	phenotype_only
PI572280	N	Y		none	phenotype_only
PI572281	N	Y		none	phenotype_only
PI572282	N	Y		none	phenotype_only
PI572283	N	Y		none	phenotype_only
PI572284	N	Y		none	phenotype_only
PI572285	N	Y		none	phenotype_only
PI572294	Y	Y	PI572294	exact	matched_exact
PI572295	Y	Y	PI572295	exact	matched_exact
PI572296	Y	Y	PI572296	exact	matched_exact
PI572297	Y	Y	PI572297	exact	matched_exact
PI573008	Y	Y	PI573008	exact	matched_exact
PI573031	N	Y		none	phenotype_only
PI573043	N	Y		none	phenotype_only
PI573044	N	Y		none	phenotype_only
PI573045	N	Y		none	phenotype_only
PI573046	N	Y		none	phenotype_only
PI573047	N	Y		none	phenotype_only
PI573049	N	Y		none	phenotype_only
PI573050	N	Y		none	phenotype_only
PI573051	N	Y		none	phenotype_only
PI573052	N	Y		none	phenotype_only
PI573053	N	Y		none	phenotype_only
PI573055	N	Y		none	phenotype_only
PI573056	N	Y		none	phenotype_only
PI573057	N	Y		none	phenotype_only
PI573058	N	Y		none	phenotype_only
PI573059	N	Y		none	phenotype_only
PI573060	N	Y		none	phenotype_only
PI573061	N	Y		none	phenotype_only
PI573062	N	Y		none	phenotype_only
PI573063	N	Y		none	phenotype_only
PI573064	N	Y		none	phenotype_only
PI573065	N	Y		none	phenotype_only
PI573066	N	Y		none	phenotype_only
PI573067	N	Y		none	phenotype_only
PI573068	N	Y		none	phenotype_only
PI573069	N	Y		none	phenotype_only
PI573070	N	Y		none	phenotype_only
PI573071	N	Y		none	phenotype_only
PI573072	N	Y		none	phenotype_only
PI573073	N	Y		none	phenotype_only
PI573074	N	Y		none	phenotype_only
PI573075	N	Y		none	phenotype_only
PI573076	N	Y		none	phenotype_only
PI573077	N	Y		none	phenotype_only
PI573078	N	Y		none	phenotype_only
PI573079	N	Y		none	phenotype_only
PI573188	Y	Y	PI573188	exact	matched_exact
PI573285	Y	Y	PI573285	exact	matched_exact
PI573286	Y	Y	PI573286	exact	matched_exact
PI57334	Y	N	PI057334	zero_pad_candidate	ambiguous
PI574476A	Y	Y	PI574476A	exact	matched_exact
PI574476B	Y	Y	PI574476B	exact	matched_exact
PI574476C	Y	Y	PI574476C	exact	matched_exact
PI574477	Y	Y	PI574477	exact	matched_exact
PI574478A	Y	Y	PI574478A	exact	matched_exact
PI574478B	Y	Y	PI574478B	exact	matched_exact
PI574478C	Y	Y	PI574478C	exact	matched_exact
PI574479A	Y	Y	PI574479A	exact	matched_exact
PI574479B	Y	Y	PI574479B	exact	matched_exact
PI574480A	Y	Y	PI574480A	exact	matched_exact
PI574480B	Y	Y	PI574480B	exact	matched_exact
PI574481	Y	Y	PI574481	exact	matched_exact
PI574482	Y	Y	PI574482	exact	matched_exact
PI574483	Y	Y	PI574483	exact	matched_exact
PI574484	Y	Y	PI574484	exact	matched_exact
PI574485	Y	Y	PI574485	exact	matched_exact
PI574486	Y	Y	PI574486	exact	matched_exact
PI574532	Y	Y	PI574532	exact	matched_exact
PI574533	Y	Y	PI574533	exact	matched_exact
PI574534	Y	Y	PI574534	exact	matched_exact
PI574541	Y	Y	PI574541	exact	matched_exact
PI576145	Y	Y	PI576145	exact	matched_exact
PI576146	Y	Y	PI576146	exact	matched_exact
PI576149	N	Y		none	phenotype_only
PI576154	Y	Y	PI576154	exact	matched_exact
PI576155	N	Y		none	phenotype_only
PI576160	Y	Y	PI576160	exact	matched_exact
PI576161	Y	Y	PI576161	exact	matched_exact
PI576162	Y	Y	PI576162	exact	matched_exact
PI576163	N	Y		none	phenotype_only
PI576164	N	Y		none	phenotype_only
PI576165	N	Y		none	phenotype_only
PI576166	Y	Y	PI576166	exact	matched_exact
PI576440	Y	Y	PI576440	exact	matched_exact
PI576446	Y	Y	PI576446	exact	matched_exact
PI576857	Y	Y	PI576857	exact	matched_exact
PI577798	Y	Y	PI577798	exact	matched_exact
PI577809	N	Y		none	phenotype_only
PI578002	Y	Y	PI578002	exact	matched_exact
PI578003	Y	Y	PI578003	exact	matched_exact
PI578038	N	Y		none	phenotype_only
PI578039	N	Y		none	phenotype_only
PI578057	Y	Y	PI578057	exact	matched_exact
PI578058	Y	Y	PI578058	exact	matched_exact
PI578246	Y	Y	PI578246	exact	matched_exact
PI578247	Y	Y	PI578247	exact	matched_exact
PI578293	N	Y		none	phenotype_only
PI578295	N	Y		none	phenotype_only
PI578296	N	Y		none	phenotype_only
PI578297	N	Y		none	phenotype_only
PI578305A	Y	Y	PI578305A	exact	matched_exact
PI578305B	Y	Y	PI578305B	exact	matched_exact
PI578306A	Y	Y	PI578306A	exact	matched_exact
PI578306B	Y	Y	PI578306B	exact	matched_exact
PI578307A	Y	Y	PI578307A	exact	matched_exact
PI578307B	Y	N		none	vcf_only
PI578307C	Y	Y	PI578307C	exact	matched_exact
PI578308A	Y	Y	PI578308A	exact	matched_exact
PI578308B	Y	Y	PI578308B	exact	matched_exact
PI578309	Y	Y	PI578309	exact	matched_exact
PI578310	Y	Y	PI578310	exact	matched_exact
PI578311A	Y	Y	PI578311A	exact	matched_exact
PI578311B	Y	N		none	vcf_only
PI578311C	Y	Y	PI578311C	exact	matched_exact
PI578312	Y	Y	PI578312	exact	matched_exact
PI578313A	Y	N		none	vcf_only
PI578313B	Y	Y	PI578313B	exact	matched_exact
PI578314	Y	Y	PI578314	exact	matched_exact
PI578315A	Y	Y	PI578315A	exact	matched_exact
PI578315B	Y	Y	PI578315B	exact	matched_exact
PI578316A	Y	N		none	vcf_only
PI578316B	Y	N		none	vcf_only
PI578316C	Y	Y	PI578316C	exact	matched_exact
PI578317	Y	Y	PI578317	exact	matched_exact
PI578318A	Y	Y	PI578318A	exact	matched_exact
PI578318B	Y	N		none	vcf_only
PI578318D	Y	Y	PI578318D	exact	matched_exact
PI578318E	Y	Y	PI578318E	exact	matched_exact
PI578319A	Y	Y	PI578319A	exact	matched_exact
PI578319B	Y	N		none	vcf_only
PI578319C	Y	Y	PI578319C	exact	matched_exact
PI578319D	Y	N		none	vcf_only
PI578319E	Y	Y	PI578319E	exact	matched_exact
PI578319F	Y	Y	PI578319F	exact	matched_exact
PI578320	Y	Y	PI578320	exact	matched_exact
PI578321	Y	Y	PI578321	exact	matched_exact
PI578323A	Y	Y	PI578323A	exact	matched_exact
PI578323B	Y	Y	PI578323B	exact	matched_exact
PI578324A	Y	Y	PI578324A	exact	matched_exact
PI578324B	Y	Y	PI578324B	exact	matched_exact
PI578324C	Y	Y	PI578324C	exact	matched_exact
PI578324D	Y	Y	PI578324D	exact	matched_exact
PI578324E	Y	Y	PI578324E	exact	matched_exact
PI578324F	Y	Y	PI578324F	exact	matched_exact
PI578324G	Y	Y	PI578324G	exact	matched_exact
PI578324H	Y	Y	PI578324H	exact	matched_exact
PI578325	Y	Y	PI578325	exact	matched_exact
PI578326	Y	Y	PI578326	exact	matched_exact
PI578328A	Y	Y	PI578328A	exact	matched_exact
PI578328B	Y	Y	PI578328B	exact	matched_exact
PI578328C	Y	Y	PI578328C	exact	matched_exact
PI578329A	Y	Y	PI578329A	exact	matched_exact
PI578329B	Y	Y	PI578329B	exact	matched_exact
PI578329C	Y	Y	PI578329C	exact	matched_exact
PI578330	Y	Y	PI578330	exact	matched_exact
PI578331	Y	Y	PI578331	exact	matched_exact
PI578332A	Y	Y	PI578332A	exact	matched_exact
PI578332B	Y	Y	PI578332B	exact	matched_exact
PI578332C	Y	Y	PI578332C	exact	matched_exact
PI578333	Y	Y	PI578333	exact	matched_exact
PI578334	Y	Y	PI578334	exact	matched_exact
PI578335A	Y	Y	PI578335A	exact	matched_exact
PI578335B	Y	Y	PI578335B	exact	matched_exact
PI578336	Y	Y	PI578336	exact	matched_exact
PI578337	Y	Y	PI578337	exact	matched_exact
PI578338A	Y	Y	PI578338A	exact	matched_exact
PI578338B	Y	Y	PI578338B	exact	matched_exact
PI578339A	Y	Y	PI578339A	exact	matched_exact
PI578339B	Y	Y	PI578339B	exact	matched_exact
PI578340A	Y	Y	PI578340A	exact	matched_exact
PI578340B	Y	Y	PI578340B	exact	matched_exact
PI578341	Y	Y	PI578341	exact	matched_exact
PI578342A	Y	Y	PI578342A	exact	matched_exact
PI578342B	Y	Y	PI578342B	exact	matched_exact
PI578343	Y	Y	PI578343	exact	matched_exact
PI578344A	Y	Y	PI578344A	exact	matched_exact
PI578344B	Y	Y	PI578344B	exact	matched_exact
PI578345	Y	Y	PI578345	exact	matched_exact
PI578346A	Y	Y	PI578346A	exact	matched_exact
PI578346B	Y	Y	PI578346B	exact	matched_exact
PI578346C	Y	Y	PI578346C	exact	matched_exact
PI578350A	Y	N		none	vcf_only
PI578350B	Y	N		none	vcf_only
PI578351	Y	Y	PI578351	exact	matched_exact
PI578352	Y	Y	PI578352	exact	matched_exact
PI578353A	Y	Y	PI578353A	exact	matched_exact
PI578353B	Y	Y	PI578353B	exact	matched_exact
PI578354	Y	Y	PI578354	exact	matched_exact
PI578355	Y	Y	PI578355	exact	matched_exact
PI578356	Y	Y	PI578356	exact	matched_exact
PI578357	Y	Y	PI578357	exact	matched_exact
PI578358	Y	Y	PI578358	exact	matched_exact
PI578359	Y	Y	PI578359	exact	matched_exact
PI578360	Y	Y	PI578360	exact	matched_exact
PI578361	Y	Y	PI578361	exact	matched_exact
PI578362	Y	Y	PI578362	exact	matched_exact
PI578363	Y	Y	PI578363	exact	matched_exact
PI578364	Y	Y	PI578364	exact	matched_exact
PI578365	Y	Y	PI578365	exact	matched_exact
PI578366	Y	Y	PI578366	exact	matched_exact
PI578367	Y	Y	PI578367	exact	matched_exact
PI578368	Y	Y	PI578368	exact	matched_exact
PI578369	Y	Y	PI578369	exact	matched_exact
PI578370	Y	Y	PI578370	exact	matched_exact
PI578371	Y	Y	PI578371	exact	matched_exact
PI578372	Y	Y	PI578372	exact	matched_exact
PI578373	Y	Y	PI578373	exact	matched_exact
PI578374	Y	Y	PI578374	exact	matched_exact
PI578375A	Y	Y	PI578375A	exact	matched_exact
PI578375B	Y	Y	PI578375B	exact	matched_exact
PI578376	Y	Y	PI578376	exact	matched_exact
PI578377	Y	Y	PI578377	exact	matched_exact
PI578378	Y	Y	PI578378	exact	matched_exact
PI578379	Y	Y	PI578379	exact	matched_exact
PI578380A	Y	Y	PI578380A	exact	matched_exact
PI578380B	Y	Y	PI578380B	exact	matched_exact
PI578381	Y	Y	PI578381	exact	matched_exact
PI578382	Y	Y	PI578382	exact	matched_exact
PI578383	Y	Y	PI578383	exact	matched_exact
PI578384	Y	Y	PI578384	exact	matched_exact
PI578385	Y	Y	PI578385	exact	matched_exact
PI578386	Y	Y	PI578386	exact	matched_exact
PI578387	Y	Y	PI578387	exact	matched_exact
PI578388A	Y	Y	PI578388A	exact	matched_exact
PI578388B	Y	Y	PI578388B	exact	matched_exact
PI578389	Y	Y	PI578389	exact	matched_exact
PI578390	Y	Y	PI578390	exact	matched_exact
PI578391	Y	Y	PI578391	exact	matched_exact
PI578392A	Y	Y	PI578392A	exact	matched_exact
PI578392B	Y	Y	PI578392B	exact	matched_exact
PI578393	Y	Y	PI578393	exact	matched_exact
PI578394	Y	Y	PI578394	exact	matched_exact
PI578395	Y	Y	PI578395	exact	matched_exact
PI578396	Y	Y	PI578396	exact	matched_exact
PI578397	Y	Y	PI578397	exact	matched_exact
PI578398	Y	Y	PI578398	exact	matched_exact
PI578399	Y	Y	PI578399	exact	matched_exact
PI578400	Y	Y	PI578400	exact	matched_exact
PI578401A	Y	Y	PI578401A	exact	matched_exact
PI578401B	Y	Y	PI578401B	exact	matched_exact
PI578401C	Y	Y	PI578401C	exact	matched_exact
PI578401D	Y	Y	PI578401D	exact	matched_exact
PI578402	Y	Y	PI578402	exact	matched_exact
PI578403	Y	Y	PI578403	exact	matched_exact
PI578404	Y	Y	PI578404	exact	matched_exact
PI578405	Y	Y	PI578405	exact	matched_exact
PI578406	Y	Y	PI578406	exact	matched_exact
PI578407	Y	Y	PI578407	exact	matched_exact
PI578408	Y	Y	PI578408	exact	matched_exact
PI578409A	Y	Y	PI578409A	exact	matched_exact
PI578409B	Y	Y	PI578409B	exact	matched_exact
PI578410	Y	Y	PI578410	exact	matched_exact
PI578411	Y	Y	PI578411	exact	matched_exact
PI578412	Y	Y	PI578412	exact	matched_exact
PI578413	Y	Y	PI578413	exact	matched_exact
PI578414	Y	Y	PI578414	exact	matched_exact
PI578415	Y	Y	PI578415	exact	matched_exact
PI578416	Y	Y	PI578416	exact	matched_exact
PI578417A	Y	Y	PI578417A	exact	matched_exact
PI578417B	Y	Y	PI578417B	exact	matched_exact
PI578418	Y	Y	PI578418	exact	matched_exact
PI578419A	Y	Y	PI578419A	exact	matched_exact
PI578419B	Y	Y	PI578419B	exact	matched_exact
PI578420	Y	Y	PI578420	exact	matched_exact
PI578421	Y	Y	PI578421	exact	matched_exact
PI578422	Y	Y	PI578422	exact	matched_exact
PI578423	Y	Y	PI578423	exact	matched_exact
PI578424	Y	Y	PI578424	exact	matched_exact
PI578425	Y	Y	PI578425	exact	matched_exact
PI578426	Y	Y	PI578426	exact	matched_exact
PI578427	Y	Y	PI578427	exact	matched_exact
PI578428A	Y	Y	PI578428A	exact	matched_exact
PI578428B	Y	Y	PI578428B	exact	matched_exact
PI578429	Y	Y	PI578429	exact	matched_exact
PI578431	Y	Y	PI578431	exact	matched_exact
PI578432A	Y	Y	PI578432A	exact	matched_exact
PI578432B	Y	Y	PI578432B	exact	matched_exact
PI578433	Y	Y	PI578433	exact	matched_exact
PI578435	Y	Y	PI578435	exact	matched_exact
PI578436	Y	Y	PI578436	exact	matched_exact
PI578437A	Y	Y	PI578437A	exact	matched_exact
PI578437B	Y	Y	PI578437B	exact	matched_exact
PI578438	Y	Y	PI578438	exact	matched_exact
PI578439	Y	Y	PI578439	exact	matched_exact
PI578440	Y	Y	PI578440	exact	matched_exact
PI578441	Y	Y	PI578441	exact	matched_exact
PI578442	Y	Y	PI578442	exact	matched_exact
PI578443	Y	Y	PI578443	exact	matched_exact
PI578444A	Y	Y	PI578444A	exact	matched_exact
PI578444B	Y	Y	PI578444B	exact	matched_exact
PI578445	Y	Y	PI578445	exact	matched_exact
PI578446A	Y	Y	PI578446A	exact	matched_exact
PI578446B	Y	Y	PI578446B	exact	matched_exact
PI578447	Y	Y	PI578447	exact	matched_exact
PI578448	Y	Y	PI578448	exact	matched_exact
PI578449	Y	Y	PI578449	exact	matched_exact
PI578450	Y	Y	PI578450	exact	matched_exact
PI578451	Y	Y	PI578451	exact	matched_exact
PI578452	Y	Y	PI578452	exact	matched_exact
PI578453	Y	Y	PI578453	exact	matched_exact
PI578454	Y	Y	PI578454	exact	matched_exact
PI578455A	Y	Y	PI578455A	exact	matched_exact
PI578455B	Y	Y	PI578455B	exact	matched_exact
PI578456	Y	Y	PI578456	exact	matched_exact
PI578457A	Y	Y	PI578457A	exact	matched_exact
PI578457B	Y	Y	PI578457B	exact	matched_exact
PI578458	Y	Y	PI578458	exact	matched_exact
PI578459	Y	Y	PI578459	exact	matched_exact
PI578460	Y	Y	PI578460	exact	matched_exact
PI578461	Y	Y	PI578461	exact	matched_exact
PI578462	Y	Y	PI578462	exact	matched_exact
PI578463	Y	Y	PI578463	exact	matched_exact
PI578464A	Y	Y	PI578464A	exact	matched_exact
PI578464B	Y	Y	PI578464B	exact	matched_exact
PI578465	Y	Y	PI578465	exact	matched_exact
PI578466	Y	Y	PI578466	exact	matched_exact
PI578467	Y	Y	PI578467	exact	matched_exact
PI578470	Y	Y	PI578470	exact	matched_exact
PI578471A	Y	Y	PI578471A	exact	matched_exact
PI578471B	Y	Y	PI578471B	exact	matched_exact
PI578471C	Y	Y	PI578471C	exact	matched_exact
PI578472	Y	Y	PI578472	exact	matched_exact
PI578473A	Y	Y	PI578473A	exact	matched_exact
PI578473B	Y	Y	PI578473B	exact	matched_exact
PI578473C	Y	Y	PI578473C	exact	matched_exact
PI578473D	Y	Y	PI578473D	exact	matched_exact
PI578474	Y	Y	PI578474	exact	matched_exact
PI578475	Y	Y	PI578475	exact	matched_exact
PI578476	Y	Y	PI578476	exact	matched_exact
PI578477A	Y	Y	PI578477A	exact	matched_exact
PI578477B	Y	Y	PI578477B	exact	matched_exact
PI578477C	Y	Y	PI578477C	exact	matched_exact
PI578478A	Y	Y	PI578478A	exact	matched_exact
PI578478B	Y	Y	PI578478B	exact	matched_exact
PI578479	Y	Y	PI578479	exact	matched_exact
PI578480	Y	Y	PI578480	exact	matched_exact
PI578481	Y	Y	PI578481	exact	matched_exact
PI578482A	Y	Y	PI578482A	exact	matched_exact
PI578482B	Y	Y	PI578482B	exact	matched_exact
PI578482C	Y	Y	PI578482C	exact	matched_exact
PI578484	Y	Y	PI578484	exact	matched_exact
PI578485A	Y	Y	PI578485A	exact	matched_exact
PI578485B	Y	Y	PI578485B	exact	matched_exact
PI578486	Y	Y	PI578486	exact	matched_exact
PI578487	Y	Y	PI578487	exact	matched_exact
PI578488A	Y	Y	PI578488A	exact	matched_exact
PI578488B	Y	Y	PI578488B	exact	matched_exact
PI578490	Y	Y	PI578490	exact	matched_exact
PI578491A	Y	Y	PI578491A	exact	matched_exact
PI578491B	Y	Y	PI578491B	exact	matched_exact
PI578492	Y	Y	PI578492	exact	matched_exact
PI578493	Y	Y	PI578493	exact	matched_exact
PI578494A	Y	Y	PI578494A	exact	matched_exact
PI578494B	Y	Y	PI578494B	exact	matched_exact
PI578495	Y	Y	PI578495	exact	matched_exact
PI578496	Y	Y	PI578496	exact	matched_exact
PI578497A	Y	Y	PI578497A	exact	matched_exact
PI578497B	Y	Y	PI578497B	exact	matched_exact
PI578498A	Y	Y	PI578498A	exact	matched_exact
PI578498B	Y	Y	PI578498B	exact	matched_exact
PI578499A	Y	Y	PI578499A	exact	matched_exact
PI578499B	Y	Y	PI578499B	exact	matched_exact
PI578499C	Y	Y	PI578499C	exact	matched_exact
PI578500	Y	Y	PI578500	exact	matched_exact
PI578501	Y	Y	PI578501	exact	matched_exact
PI578502	Y	Y	PI578502	exact	matched_exact
PI578503	Y	Y	PI578503	exact	matched_exact
PI578504	Y	Y	PI578504	exact	matched_exact
PI578505	Y	Y	PI578505	exact	matched_exact
PI578506	Y	Y	PI578506	exact	matched_exact
PI578888	N	Y		none	phenotype_only
PI578889	N	Y		none	phenotype_only
PI578890	N	Y		none	phenotype_only
PI583284	N	Y		none	phenotype_only
PI583287	N	Y		none	phenotype_only
PI583288	N	Y		none	phenotype_only
PI583295	Y	Y	PI583295	exact	matched_exact
PI583364	Y	Y	PI583364	exact	matched_exact
PI583365	Y	Y	PI583365	exact	matched_exact
PI583366	Y	Y	PI583366	exact	matched_exact
PI583367	Y	Y	PI583367	exact	matched_exact
PI583370	N	Y		none	phenotype_only
PI583371	N	Y		none	phenotype_only
PI583741	N	Y		none	phenotype_only
